NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Frisco CDP, Pennsylvania",881,69136,168400,351,0,0,7,0,0,0,360,42,28000
"Frisco city, Texas",193140,134210,448000,51662,1834,555,662,1538,2884,3065,70653,48,27684
"East Richmond Heights CDP, California",3355,105108,747500,1388,54,53,0,0,0,0,1495,06,21061
"North Richmond CDP, California",3928,87740,449100,944,135,53,0,33,14,0,1202,06,52162
"Richmond city, California",115677,79478,557900,24172,3918,1040,3835,1892,2248,1577,41622,06,60620
"Richmond Heights CDP, Florida",10256,54336,255700,2306,208,0,0,75,143,130,2969,12,60225
"Richmond West CDP, Florida",37626,79155,348400,9118,762,0,14,0,279,302,10639,12,60230
"Augusta-Richmond County consolidated government (balance), Georgia",201264,46108,123400,53801,5384,2581,5370,7507,6135,1263,89921,13,04204
"Richmond Hill city, Georgia",15900,77878,223400,4357,503,35,142,578,189,22,6040,13,65044
"Richmond village, Illinois",2263,55964,204300,570,14,158,24,42,341,129,1288,17,63641
"New Richmond town, Indiana",407,70536,71400,159,0,0,0,0,0,0,164,18,53532
"Richmond city, Indiana",35854,41569,86600,12034,555,924,1314,608,420,212,17342,18,64260
"Richmond city, Kansas",547,49180,74000,190,0,0,0,0,0,0,207,20,59675
"Richmond city, Kentucky",34662,40221,157200,6036,590,1324,2200,2292,1461,712,15397,21,65226
"Richmond village, Louisiana",496,61667,165800,176,0,0,4,0,0,0,209,22,64590
"Richmond CDP, Maine",1861,62262,180100,636,5,45,136,8,0,23,889,23,62610
"Richmond city, Michigan",5871,58684,192400,1398,389,226,102,46,68,59,2320,26,68380
"Richmond city, Minnesota",1306,59438,170600,512,11,0,0,25,9,9,566,27,54268
"Richmond city, Missouri",5961,58967,112300,2035,9,182,375,47,72,26,2855,29,61670
"Richmond Heights city, Missouri",9188,95972,280600,2677,71,578,442,311,119,140,4641,29,61706
"Richmondville village, New York",940,43750,122600,216,0,43,69,4,35,23,416,36,61588
"New Richmond village, Ohio",2726,68424,182500,815,32,55,38,102,40,30,1140,39,55384
"Richmond village, Ohio",472,63571,95800,206,0,5,13,0,0,0,238,39,66824
"Richmond Dale CDP, Ohio",337,31974,111800,68,0,0,0,0,0,0,144,39,66880
"Richmond Heights city, Ohio",10748,51290,145000,3152,273,22,79,61,12,297,5375,39,66894
"Richmond city, Texas",11768,52589,175600,2349,18,61,200,289,663,82,4345,48,61892
"Richmond city, Utah",2881,74688,256900,780,0,0,38,0,0,0,910,49,63680
"Richmond CDP, Vermont",785,66719,268400,125,39,167,26,53,0,0,410,50,59200
"Richmond city, Virginia",225676,54795,263000,51709,7843,5402,7555,10580,6243,5833,110224,51,67000
"New Richmond CDP, West Virginia",339,-666666666,-666666666,79,0,0,0,0,0,0,138,54,58756
"New Richmond city, Wisconsin",9908,71827,213600,2528,469,218,228,198,170,218,4267,55,57100
"Spokane CDP, Louisiana",544,132344,316900,444,0,0,0,0,0,0,454,22,72310
"Spokane CDP, Missouri",203,75446,197800,49,0,0,0,0,0,0,67,29,69518
"Spokane Creek CDP, Montana",422,92946,388500,139,0,0,0,0,0,0,139,30,69900
"Fairwood CDP (Spokane County), Washington",10059,78696,339700,2520,70,195,88,102,215,219,3929,53,23165
"Spokane city, Washington",225709,56977,236300,63584,2791,3072,4059,5344,6208,5910,99933,53,67000
"Spokane Valley city, Washington",102178,60079,250500,26346,2559,732,1246,2277,3462,2211,43891,53,67167
"Norfolk CDP, Connecticut",617,67708,243600,199,8,46,20,38,0,29,340,09,53400
"Norfolk city, Nebraska",24964,52021,163500,7018,707,311,358,790,611,543,10964,31,34615
"Norfolk CDP, New York",844,44000,75000,348,6,0,9,47,6,22,510,36,51319
"Norfolk city, Virginia",238556,56244,223300,48591,8029,5781,7957,10816,6963,4559,100947,51,57000
"Huntsville city, Alabama",210081,60959,194500,62508,2388,1381,6189,9257,7566,3531,98740,01,37000
"Huntsville city, Arkansas",2809,47202,111300,880,0,11,68,48,50,27,1102,05,33970
"Huntsville city, Missouri",1695,44464,81700,544,0,5,40,2,29,10,694,29,33886
"Huntsville village, Ohio",471,71250,123900,184,0,2,0,2,0,0,227,39,36988
"Huntsville town, Tennessee",1487,24851,129000,278,0,66,105,55,0,10,704,47,36640
"Huntsville city, Texas",45446,35615,182700,6442,313,1062,1084,1328,1995,1184,16156,48,35528
"Huntsville town, Utah",492,89167,373000,253,3,0,0,0,0,0,264,49,37060
"Fremont city, California",231502,153475,1069700,45065,11000,522,2074,2726,2675,3200,78240,06,26000
"Fremont town, Indiana",2208,44856,110100,705,28,40,12,0,0,11,941,18,25882
"Fremont city, Iowa",824,47788,84200,283,0,3,53,0,11,7,401,19,29190
"Fremont city, Michigan",4455,44358,114100,1065,43,162,123,215,0,33,1924,26,30700
"Fremont CDP, Missouri",0,-666666666,-666666666,0,0,0,0,0,0,0,24,29,25948
"Fremont Hills city, Missouri",1087,112321,376800,366,17,26,0,0,0,0,409,29,25957
"Fremont city, Nebraska",27245,57551,150000,7878,932,279,410,494,275,249,11321,31,17670
"Fremont town, North Carolina",1114,43229,89200,541,0,11,13,10,0,9,628,37,24900
"Fremont city, Ohio",15954,44832,97300,4674,219,752,561,385,345,202,7658,39,28826
"Fremont CDP, Utah",96,-666666666,-666666666,88,0,0,0,0,0,0,123,49,27270
"Fremont village, Wisconsin",588,61500,170100,282,12,31,0,36,4,0,371,55,27800
"San Bernardino city, California",220821,55372,293000,39892,1907,949,3803,4038,2964,2696,65842,06,65000
"Tacoma CDP, Virginia",353,47875,48100,127,0,0,0,0,0,0,239,51,77408
"Tacoma city, Washington",217332,69956,347100,57874,2754,2684,4302,5510,5458,4900,92347,53,70000
"Spring Valley CDP, Arizona",1636,35938,133600,243,0,0,0,12,54,40,686,04,69060
"Spring Valley CDP (Lake County), California",789,51042,249400,254,16,0,0,0,0,0,360,06,73690
"Spring Valley CDP (San Diego County), California",32860,87455,514600,5778,1012,220,406,746,432,179,10010,06,73696
"Spring Valley Lake CDP, California",8266,91667,321900,2968,112,0,21,45,0,0,3146,06,73700
"Spring Valley city, Illinois",5551,54191,100400,1960,74,52,86,42,35,96,2543,17,72156
"Spring Valley city, Kentucky",837,136875,344600,264,0,0,0,0,0,0,264,21,72790
"Spring Valley city, Minnesota",2478,58125,119200,832,57,40,21,4,62,44,1101,27,62104
"Spring Valley CDP, Nevada",217441,63494,318000,48352,4937,1032,7522,12250,7262,2360,92750,32,68585
"Spring Valley village, New York",32953,49106,305700,1579,770,1064,660,2153,1171,1003,10280,36,70420
"Spring Valley village, Ohio",639,58929,108000,215,2,0,0,0,0,0,219,39,74216
"Spring Valley Colony CDP, South Dakota",0,-666666666,-666666666,0,0,0,0,0,0,0,0,46,61180
"Spring Valley Village city, Texas",4204,224722,940600,1334,10,0,0,0,0,0,1351,48,69830
"Spring Valley village, Wisconsin",1358,57473,155600,448,54,17,24,1,51,21,635,55,76300
"Santa Clarita city, California",227182,106166,591400,45657,7229,822,3635,5442,2611,1875,75751,06,69088
"Hialeah city, Florida",224362,43181,280000,30744,6883,1297,4385,5536,6975,10310,78680,12,30000
"Hialeah Gardens city, Florida",22917,55276,249200,3128,479,44,403,228,411,556,7526,12,30025
"Modesto city, California",217728,67011,330000,53317,4212,1993,4006,2503,1631,1268,74709,06,48354
"West Modesto CDP, California",5882,49340,239200,1497,53,53,6,0,18,0,1634,06,84578
"Modesto village, Illinois",223,55625,69200,72,0,8,0,0,0,0,112,17,49802
"McKinney CDP, Kentucky",110,-666666666,-666666666,23,0,0,0,0,0,0,49,21,49134
"McKinney city, Texas",189394,106437,349600,50748,1490,551,1000,3588,4194,1941,69179,48,45744
"McKinney Acres CDP, Texas",842,-666666666,104000,89,35,0,0,0,0,0,323,48,45750
"Fontana city, California",208087,83468,423100,44647,1401,120,1371,1091,1067,806,56690,06,24680
"Fontana city, Kansas",437,65625,106700,94,0,0,0,0,0,0,117,20,23650
"Fontana Dam town, North Carolina",36,-666666666,-666666666,181,0,12,0,0,0,0,193,37,23980
"Fontana-on-Geneva Lake village, Wisconsin",2631,91000,452200,2094,82,34,264,137,20,51,2727,55,26350
"Baton Rouge city, Louisiana",225539,46282,191100,59630,3322,3299,6477,6094,7661,6762,104557,22,05000
"Moreno Valley city, California",208371,73635,353400,43507,1027,420,1678,3527,1875,674,55532,06,49270
"North Salt Lake city, Utah",21411,84661,364100,4484,439,77,377,289,629,431,7528,49,55210
"Salt Lake City city, Utah",199153,65880,380200,42214,3378,5084,5551,4676,5439,9085,90609,49,67000
"South Salt Lake city, Utah",26086,50589,287200,4127,921,566,850,736,1226,1059,10820,49,71070
"Sioux Falls city, South Dakota",189258,66761,218600,44582,5859,1945,3663,4219,6158,7682,81744,46,59020
"Fayetteville CDP, Alabama",1329,55284,141600,424,0,0,0,0,0,0,613,01,25864
"Fayetteville city, Arkansas",92070,52111,255600,21427,1940,1680,1949,3854,6425,1959,41932,05,23290
"Fayetteville city, Georgia",18633,73998,257400,5187,735,118,410,427,69,87,7332,13,28968
"Fayetteville village, Illinois",395,58472,73800,127,0,0,0,0,0,0,174,17,25713
"Fayetteville village, New York",4282,111533,211100,1305,311,95,136,81,103,0,2046,36,25527
"Fayetteville city, North Carolina",208497,48923,138800,56399,2711,3367,3854,8437,7027,5574,91338,37,22920
"Fayetteville village, Ohio",316,62500,111500,124,0,13,3,0,0,0,145,39,26796
"Fayetteville CDP, Pennsylvania",2765,54100,161800,1233,15,15,77,0,0,0,1348,42,25464
"Fayetteville city, Tennessee",6988,43547,153300,2121,75,317,220,298,103,33,3307,47,25920
"Fayetteville city, Texas",312,54231,168900,234,0,0,4,0,0,0,242,48,25644
"Fayetteville town, West Virginia",2882,58018,127100,1242,0,0,72,26,18,13,1405,54,27028
"Des Moines city, Iowa",213545,58444,149700,59322,3776,2394,2241,2839,4416,9159,94354,19,21000
"West Des Moines city, Iowa",67640,76564,239200,15143,4141,233,525,2618,3182,4514,32913,19,83910
"Des Moines village, New Mexico",42,48438,-666666666,47,0,0,0,0,0,0,64,35,20480
"Des Moines city, Washington",32631,73131,416500,7040,439,208,930,1043,964,1051,12964,53,17635
"Worcester city, Massachusetts",203867,56746,259800,27533,4941,7710,20546,6384,4826,4103,85218,25,82000
"East Worcester CDP, New York",320,60893,87500,181,0,0,0,0,0,0,222,36,23283
"Worcester CDP, New York",781,75511,119300,287,0,18,2,0,0,0,328,36,83118
"Worcester CDP, Vermont",104,67625,210700,19,0,0,20,0,0,0,39,50,86050
"Yonkers city, New York",209730,72403,420000,20673,3244,8743,10389,5101,4992,10119,85242,36,84000
"Rochester village, Illinois",3940,105140,207900,1301,212,0,0,0,0,22,1535,17,64759
"Rochester city, Indiana",6248,55076,115900,2423,6,156,200,64,148,79,3214,18,65214
"Rochester CDP, Iowa",62,62232,-666666666,25,0,0,0,0,0,0,39,19,67890
"Rochester city, Kentucky",237,67917,91700,65,0,0,3,0,3,0,94,21,65982
"Rochester city, Michigan",13048,100021,393700,3163,525,60,159,795,778,208,5868,26,69020
"Rochester Hills city, Michigan",75990,106398,313900,20528,2984,119,864,2439,1053,254,30742,26,69035
"Rochester city, Minnesota",119732,79159,236400,31080,4009,963,3373,1852,1808,3047,51901,27,54880
"Rochester city, New Hampshire",32317,70582,208500,6983,529,1012,1253,852,451,511,14192,33,65140
"East Rochester village, New York",6348,60260,109600,1626,262,641,368,61,0,50,3046,36,22865
"Rochester city, New York",211100,40083,93100,44895,6295,17091,9901,6064,3643,5065,102764,36,63000
"Rochester Institute of Technology CDP, New York",5733,18229,-666666666,0,25,8,137,135,0,27,358,36,63014
"East Rochester CDP, Ohio",125,40481,-666666666,69,0,0,0,0,0,0,83,39,24024
"Rochester village, Ohio",137,74583,108300,58,1,0,0,0,0,0,59,39,67762
"East Rochester borough, Pennsylvania",509,40288,99000,114,47,13,64,36,2,0,276,42,21752
"Rochester borough, Pennsylvania",3488,35088,80800,1050,51,92,130,84,54,303,1841,42,65392
"Rochester town, Texas",315,36458,31400,129,3,0,0,0,5,0,149,48,62636
"Rochester CDP, Vermont",330,35781,177500,131,15,0,15,13,19,0,193,50,60025
"Rochester CDP, Washington",6065,83399,308900,1514,74,0,0,51,0,0,2271,53,59110
"Rochester village, Wisconsin",3765,91667,298600,1195,108,160,62,39,39,42,1645,55,68550
"Little Rock city, Arkansas",201893,56928,179500,61196,1642,2967,4210,7719,7969,3728,98717,05,41000
"North Little Rock city, Arkansas",64444,45590,149200,20256,542,1014,2181,2474,2868,924,32310,05,50450
"Little Rock city, Iowa",439,57115,67100,189,2,0,1,3,0,0,203,19,45795
"Little Rock CDP, Minnesota",876,41964,91700,225,6,0,0,0,0,0,277,27,37656
"Little Rock CDP, Oklahoma",327,93135,182100,38,0,0,0,0,0,0,140,40,43442
"Little Rock CDP, South Carolina",709,21794,-666666666,145,22,0,0,0,0,0,300,45,42055
"Grand Prairie city, Texas",195992,73352,203600,43856,2862,912,2066,3927,5789,2285,67863,48,30464
"Tallahassee city, Florida",195057,49077,223400,37289,9862,3171,8001,5956,6588,4972,91766,12,70600
"Camarillo city, California",70593,102789,637000,15328,5225,124,460,829,1352,1133,26927,06,10046
"Ojo Amarillo CDP, New Mexico",478,19500,-666666666,191,0,0,0,0,0,0,202,35,53485
"Amarillo city, Texas",200371,55174,148500,60943,3101,2569,2176,3968,4189,3403,87379,48,03000
"Peoria city, Arizona",187733,81017,314000,56291,3592,582,1570,2223,1697,1053,75909,04,54050
"Peoria CDP, Colorado",53,48250,446900,29,0,0,0,0,0,0,36,08,58510
"East Peoria city, Illinois",22707,68246,146500,8737,146,322,371,128,374,264,10697,17,22164
"Peoria city, Illinois",113672,53568,129400,35373,1965,1818,1931,3526,3929,2667,54570,17,59000
"Peoria Heights village, Illinois",5940,51826,92000,2542,56,134,2,71,213,214,3302,17,59026
"West Peoria city, Illinois",4300,51724,89700,1767,37,62,0,182,0,0,2137,17,80736
"Peoria town, Oklahoma",100,26739,102300,52,0,0,0,0,0,0,81,40,58100
"Peoria CDP, Oregon",94,128103,-666666666,44,0,0,0,0,0,0,44,41,57300
"Augusta city, Arkansas",2024,44122,95600,806,0,58,47,14,4,32,1010,05,02740
"Augusta-Richmond County consolidated government (balance), Georgia",201264,46108,123400,53801,5384,2581,5370,7507,6135,1263,89921,13,04204
"Augusta village, Illinois",653,37000,80900,290,0,4,29,5,0,0,350,17,02986
"Augusta CDP, Iowa",52,62109,128900,27,0,0,0,0,0,0,27,19,03700
"Augusta city, Kansas",9299,52500,139300,3175,16,221,130,76,30,85,4048,20,03300
"Augusta city, Kentucky",1238,48224,95000,380,60,36,43,52,27,19,671,21,02674
"Augusta city, Maine",18895,40438,149500,5093,100,932,1058,1019,680,594,10225,23,02100
"Augusta village, Michigan",861,61917,105100,267,8,15,12,19,8,6,341,26,04160
"St. Augusta city, Minnesota",3506,98967,269100,1093,0,12,10,5,8,74,1239,27,56724
"New Augusta town, Mississippi",412,29000,84200,144,0,0,38,15,0,0,226,28,51040
"Augusta town, Missouri",276,84375,238500,144,4,3,0,0,0,0,151,29,02512
"Augusta CDP, Montana",233,36250,163000,163,0,0,0,0,0,0,174,30,03025
"North Augusta city, South Carolina",24013,72202,179500,8352,1117,190,699,899,153,141,11838,45,50695
"Augusta Springs CDP, Virginia",184,-666666666,118100,58,0,0,0,0,0,0,73,51,03608
"Augusta city, Wisconsin",1237,45811,106900,438,19,29,6,74,15,3,590,55,03825
"Knoxville town, Arkansas",569,41750,85000,231,0,0,5,0,0,0,319,05,37300
"Knoxville CDP, Georgia",166,-666666666,-666666666,19,0,0,0,0,0,0,19,13,44060
"Knoxville city, Illinois",3258,67750,109600,1113,0,25,24,33,34,30,1291,17,40416
"Knoxville city, Iowa",7537,52125,106700,2593,78,144,258,264,46,47,3740,19,42015
"New Knoxville village, Ohio",1059,69821,134700,282,17,56,37,2,0,0,394,39,54838
"Knoxville borough, Pennsylvania",831,46458,81300,164,0,42,17,4,0,0,276,42,40360
"Knoxville city, Tennessee",189339,44308,154500,49857,4660,2639,4462,7683,9703,5173,92757,47,40000
"Columbus city, Georgia",204366,50542,146000,58612,2835,2153,5327,6746,5738,3027,89653,13,19000
"Columbus village, Illinois",115,75000,106300,40,0,1,0,0,0,0,51,17,15846
"Columbus city, Indiana",50718,72380,185300,14858,909,450,1089,1615,1409,513,22327,18,14734
"Columbus City city, Iowa",251,66250,90000,89,0,0,0,0,0,0,113,19,15375
"Columbus Junction city, Iowa",2132,55625,103100,482,5,44,75,78,0,10,801,19,15420
"Columbus city, Kansas",2945,32132,57500,979,49,132,113,21,18,37,1489,20,15075
"Columbus city, Kentucky",179,30625,54000,78,0,0,0,2,0,0,86,21,16768
"Columbus city, Minnesota",4169,103977,332100,1522,20,65,0,0,0,0,1632,27,12718
"Columbus city, Mississippi",23858,34488,116300,7845,114,907,566,1329,625,119,11982,28,15380
"Columbus AFB CDP, Mississippi",1737,69848,-666666666,123,351,35,0,2,0,6,520,28,15420
"Columbus town, Montana",2069,60813,212700,673,3,21,33,31,0,16,925,30,16825
"Columbus city, Nebraska",23954,60586,159700,7440,483,315,382,210,229,425,10072,31,10110
"Columbus village, New Mexico",1100,24487,71800,283,0,0,25,0,0,12,723,35,17050
"Columbus town, North Carolina",1139,46779,166800,364,0,31,50,21,19,25,559,37,13980
"Columbus city, North Dakota",69,92083,116300,109,0,0,0,0,0,0,116,38,15460
"Columbus city, Ohio",898143,58575,174400,186236,39837,16724,38943,47724,32992,19216,409221,39,18000
"Columbus Grove village, Ohio",1870,60804,117100,629,17,14,29,21,3,0,812,39,18014
"Columbus CDP, Pennsylvania",903,57083,92200,354,10,5,0,0,0,0,385,42,15400
"New Columbus borough, Pennsylvania",237,33077,146900,89,2,0,2,0,0,0,121,42,53448
"Columbus city, Texas",3582,54713,197900,1306,39,0,118,81,0,69,1818,48,16168
"Columbus city, Wisconsin",5465,62833,170500,1636,176,109,90,213,264,15,2519,55,16450
"Sunrise Manor CDP, Nevada",196411,47665,213400,36140,2489,865,6762,6099,4857,1952,71696,32,71400
"Vancouver city, Washington",188331,67462,343900,42054,5435,4080,4380,6124,4382,2968,79124,53,74060
"Oxnard city, California",202981,83180,496100,29842,6424,446,3064,2956,4013,2381,54482,06,54652
"Overland Park city, Kansas",195249,92769,314500,49367,8229,790,4807,9360,4987,2331,84370,20,53775
"East Grand Rapids city, Michigan",11381,145000,409200,3790,26,38,8,27,27,0,3924,26,23980
"Grand Rapids city, Michigan",197858,55385,168700,47943,4079,8508,4782,3605,3020,3160,82542,26,34000
"Grand Rapids city, Minnesota",11056,51498,165700,2898,103,97,176,60,207,659,4719,27,25118
"Grand Rapids village, Ohio",984,58472,131000,297,44,75,43,0,0,0,475,39,31206
"Birmingham city, Alabama",202234,39403,102900,63301,1787,1990,5815,10510,9592,6938,107454,01,07000
"Birmingham city, Iowa",466,50357,74100,190,0,11,12,0,1,0,246,19,06625
"Birmingham city, Michigan",21728,137907,580200,7529,528,115,284,601,379,492,10532,26,08640
"Birmingham village, Missouri",160,59167,102700,77,0,0,0,0,0,0,77,29,05824
"Birmingham CDP, Ohio",255,-666666666,119700,170,0,0,0,0,0,0,170,39,06502
"Birmingham borough, Pennsylvania",111,71250,85800,46,0,6,3,0,0,0,66,42,06560
"Montgomery city, Alabama",201022,49989,125600,63923,2823,1325,4462,8756,4563,2279,93136,01,51000
"Montgomery Creek CDP, California",196,-666666666,-666666666,123,0,0,0,0,0,0,128,06,48998
"Montgomery CDP, Georgia",4868,87656,364800,1909,65,42,0,13,31,10,2172,13,52332
"Montgomery village, Illinois",20084,100911,234000,5113,1056,29,52,90,49,13,6653,17,50218
"Montgomery town, Indiana",1060,74583,194000,380,2,7,0,0,0,0,398,18,50688
"Montgomery town, Louisiana",887,47368,52100,243,0,0,6,8,0,0,395,22,51620
"Montgomery Village CDP, Maryland",34489,84362,322000,2660,6452,32,157,952,1546,253,12811,24,53325
"Montgomery village, Michigan",359,41250,64000,125,0,0,0,0,0,0,147,26,55220
"Montgomery city, Minnesota",3237,58176,177800,1002,95,129,37,18,7,41,1374,27,43738
"Montgomery City city, Missouri",2801,44659,113500,973,18,26,74,25,93,15,1257,29,49574
"Fort Montgomery CDP, New York",1790,78333,273900,444,0,57,15,25,0,0,731,36,26902
"Montgomery village, New York",3815,94130,291000,810,97,52,198,18,63,34,1373,36,48142
"Montgomery city, Ohio",10796,131856,407000,3562,271,20,59,8,61,24,4126,39,51716
"Eagleville CDP (Montgomery County), Pennsylvania",5362,99196,317100,629,181,108,64,80,137,82,1291,42,20672
"Montgomery borough, Pennsylvania",1406,52813,109200,387,33,90,47,19,0,21,597,42,50632
"Montgomeryville CDP, Pennsylvania",12988,108950,368100,2808,1586,0,55,246,63,10,4781,42,50672
"Montgomery city, Texas",1617,92583,332600,473,14,3,21,17,33,67,780,48,49128
"Montgomery city, West Virginia",1647,23371,86700,393,10,73,99,67,91,29,862,54,55468
"Tempe city, Arizona",178862,64080,321300,31539,6845,1341,4740,6203,8447,6117,80663,04,73000
"Temperance CDP, Michigan",8866,69300,171500,2897,144,114,142,102,111,159,3795,26,79240
"Temperanceville CDP, Virginia",213,-666666666,-666666666,111,0,0,0,0,0,0,130,51,77856
"Challenge-Brownsville CDP, California",984,77375,269600,529,0,0,0,0,0,0,673,06,12612
"Brownsville CDP, Florida",17726,30394,229200,3353,248,413,405,431,177,430,7017,12,09000
"Brownsville city, Kentucky",1016,35694,137500,259,0,13,17,28,58,2,444,21,10324
"Brownsville CDP, Louisiana",4272,25878,73700,1244,1,55,124,0,0,0,2285,22,10225
"Brownsville CDP, Maryland",34,-666666666,-666666666,11,0,0,0,0,0,0,11,24,10800
"Brownsville city, Minnesota",639,60313,123900,238,2,22,1,0,13,0,300,27,08218
"Brownsville CDP, Ohio",305,-666666666,-666666666,115,0,0,0,0,0,0,153,39,09596
"Brownsville city, Oregon",1906,73147,263800,697,3,4,11,0,0,4,810,41,09050
"Brownsville borough, Pennsylvania",2462,27271,51300,890,44,85,51,94,27,74,1355,42,09432
"West Brownsville borough, Pennsylvania",1132,67667,68200,471,40,0,19,0,0,0,552,42,82616
"Brownsville city, Tennessee",9807,35395,94300,3031,162,308,303,236,81,29,4321,47,08920
"Brownsville city, Texas",185849,43174,95700,41909,1931,2108,3146,2530,1435,1994,61216,48,10768
"Brownsville village, Wisconsin",758,81250,183700,231,4,16,7,8,2,0,268,55,10450
"Providence town, Alabama",88,49583,84200,61,0,0,0,0,0,1,89,01,62688
"New Providence city, Iowa",247,68125,61000,99,0,0,3,0,0,0,103,19,56415
"Providence city, Kentucky",2913,44306,56500,1121,55,14,125,21,0,67,1625,21,63372
"Lake Providence town, Louisiana",3288,22266,55200,1150,11,172,82,16,11,30,1830,22,41400
"New Providence borough, New Jersey",13570,155370,632100,3617,142,172,196,251,206,176,5027,34,51810
"East Providence city, Rhode Island",47171,65016,242100,11714,740,2329,1810,641,940,1081,21656,44,22960
"Providence city, Rhode Island",188812,55787,248900,19518,2077,16454,22457,5296,2755,2740,79103,44,59000
"Providence Village town, Texas",7359,100134,242800,2247,0,0,0,0,0,0,2271,48,59748
"Providence city, Utah",8199,89167,356900,2240,107,7,55,19,70,78,2586,49,62360
"Huntington Beach city, California",198735,104728,845500,38442,9326,1038,10337,5342,3113,2928,81429,06,36000
"Paradise Valley town, Arizona",12666,203659,1778000,5675,94,0,7,0,9,20,5816,04,52930
"Paradise town, California",7730,51396,287400,2532,179,89,218,75,58,63,3881,06,55520
"Paradise CDP, California",201,93333,663500,145,0,0,0,0,0,0,145,06,55528
"Paradise Park CDP, California",608,88413,397500,584,0,0,0,0,0,0,584,06,55604
"Paradise Heights CDP, Florida",614,-666666666,-666666666,357,0,0,0,0,0,0,357,12,54912
"Hawaiian Paradise Park CDP, Hawaii",11942,74741,330600,4332,370,0,39,0,0,0,4819,15,12600
"Paradise city, Kansas",33,103750,-666666666,24,0,0,0,0,0,0,24,20,54325
"Paradise CDP, Missouri",0,-666666666,-666666666,0,0,0,0,0,0,0,0,29,56126
"Paradise CDP, Montana",157,39539,85000,40,0,0,0,0,0,0,51,30,56425
"Paradise CDP, Nevada",189852,50085,282600,32398,5051,1156,9317,8983,8616,6749,96216,32,54600
"Paradise Valley CDP, Nevada",151,-666666666,-666666666,46,0,0,0,0,0,0,114,32,55400
"Paradise Hills CDP, New Mexico",4442,59773,200000,1663,177,30,0,46,0,0,1998,35,55270
"Paradise Hill town, Oklahoma",102,26813,322500,115,2,0,0,0,0,0,127,40,57150
"Paradise CDP, Pennsylvania",1175,100208,205500,251,94,18,12,7,6,0,388,42,57840
"Paradise city, Texas",494,56354,145800,152,1,2,0,0,0,0,206,48,55056
"Paradise town, Utah",702,74519,361600,244,0,0,0,0,0,0,244,49,57850
"Chattanooga Valley CDP, Georgia",3716,39300,95600,1261,28,13,43,0,14,0,1579,13,15585
"Chattanooga town, Oklahoma",423,55625,90000,135,2,1,0,0,0,0,178,40,13600
"Chattanooga city, Tennessee",180353,50437,189500,50200,4285,5417,3343,5707,5391,4596,85455,47,14000
"Akron town, Alabama",385,28438,39400,127,0,0,0,0,0,0,175,01,00676
"Akron town, Colorado",1793,41708,144600,786,5,28,10,5,8,7,877,08,00925
"Akron town, Indiana",1098,62344,93800,318,1,31,1,4,4,0,381,18,00748
"Akron city, Iowa",1527,53750,110900,588,11,14,46,61,3,18,743,19,00775
"Akron village, Michigan",355,50625,64000,160,2,0,4,0,0,0,168,26,00700
"Akron village, New York",2901,42581,169700,690,29,248,237,148,29,0,1472,36,00441
"Akron city, Ohio",191483,42129,87100,61818,2836,6359,3818,4509,3774,3775,93108,39,01000
"Akron borough, Pennsylvania",4132,65863,198000,937,274,101,86,143,147,40,1784,42,00540
"Clarksville city, Arkansas",9444,33778,122800,2724,63,311,521,188,173,78,4200,05,14140
"Clarksville town, Indiana",22169,49892,135700,5845,562,201,253,763,519,408,10077,18,12934
"Clarksville city, Iowa",1366,58125,108700,502,2,14,19,12,9,3,590,19,13755
"Clarksville village, Michigan",384,55417,142500,144,1,4,0,0,5,38,196,26,16140
"Clarksville city, Missouri",533,65500,67600,209,20,2,0,18,11,14,292,29,14194
"Clarksville village, Ohio",413,55417,93400,176,7,0,51,0,14,0,275,39,15406
"Clarksville CDP, Oklahoma",0,-666666666,-666666666,0,0,0,0,0,0,0,18,40,14800
"Clarksville borough, Pennsylvania",169,76528,109500,69,0,0,0,0,0,0,69,42,13896
"Clarksville city, Tennessee",163518,58838,172700,44886,1827,1946,4801,5055,1918,1105,64769,47,15160
"Clarksville city, Texas",2862,35813,39800,1060,58,30,14,0,78,119,1439,48,15160
"Clarksville City city, Texas",897,64048,113400,246,0,22,0,0,0,0,358,48,15172
"Clarksville town, Virginia",1542,48125,164900,711,12,34,15,100,17,0,931,51,16992
"Fort Lauderdale city, Florida",182247,66994,364100,36142,4802,4527,6906,5259,6446,8872,100291,12,24000
"Ontario city, California",175223,71908,438300,30895,4041,999,3571,2997,1911,2036,53217,06,53896
"Ontario CDP, New York",1932,42438,163500,513,86,133,127,89,38,104,1163,36,55002
"Ontario city, Ohio",6596,61796,132500,1798,383,236,181,143,77,101,2954,39,58520
"Ontario city, Oregon",11465,42568,145300,2726,185,321,401,207,147,456,4978,41,54900
"Ontario village, Wisconsin",429,44583,93300,145,2,0,6,13,6,0,204,55,60075
"Glendale city, Arizona",245685,60499,252200,53183,4393,730,4628,5045,5513,3159,89455,04,27820
"Glendale city, California",196512,74488,865400,25344,2708,2263,6380,11359,11515,10869,78873,06,30000
"Glendale city, Colorado",4605,63673,263600,12,99,28,57,292,422,684,2973,08,30340
"Glendale CDP, Colorado",86,-666666666,-666666666,12,54,0,0,0,0,0,109,08,30350
