period,stateid,stateDescription,sectorid,sectorName,price,sales,price-units,sales-units
2023-10,MI,Michigan,RES,residential,19.06,2389.05485,cents per kilowatthour,million kilowatthours
2023-10,MA,Massachusetts,RES,residential,28.09,1380.8758,cents per kilowatthour,million kilowatthours
2023-10,MD,Maryland,RES,residential,18.4,1657.8698,cents per kilowatthour,million kilowatthours
2023-10,ME,Maine,RES,residential,29.12,345.96341,cents per kilowatthour,million kilowatthours
2023-10,LA,Louisiana,RES,residential,11.92,2474.58617,cents per kilowatthour,million kilowatthours
2023-10,KY,Kentucky,RES,residential,12.99,1683.70094,cents per kilowatthour,million kilowatthours
2023-10,KS,Kansas,RES,residential,13.72,924.09546,cents per kilowatthour,million kilowatthours
2023-10,IA,Iowa,RES,residential,13.37,974.38953,cents per kilowatthour,million kilowatthours
2023-10,IN,Indiana,RES,residential,15.17,2183.08614,cents per kilowatthour,million kilowatthours
2023-10,IL,Illinois,RES,residential,15.88,2987.80432,cents per kilowatthour,million kilowatthours
2023-10,ID,Idaho,RES,residential,12.15,618.05141,cents per kilowatthour,million kilowatthours
2023-10,HI,Hawaii,RES,residential,42.68,239.29311,cents per kilowatthour,million kilowatthours
2023-10,GA,Georgia,RES,residential,13.75,4095.17358,cents per kilowatthour,million kilowatthours
2023-10,US,U.S. Total,RES,residential,16.2,103767.45036,cents per kilowatthour,million kilowatthours
2023-10,PACN,Pacific Noncontiguous,RES,residential,35.17,400.01123,cents per kilowatthour,million kilowatthours
2023-09,MN,Minnesota,RES,residential,15.29,1794.40404,cents per kilowatthour,million kilowatthours
2023-09,FL,Florida,RES,residential,15.51,13777.1505,cents per kilowatthour,million kilowatthours
2023-09,DC,District of Columbia,RES,residential,16.23,267.54197,cents per kilowatthour,million kilowatthours
2023-09,DE,Delaware,RES,residential,15.83,479.38382,cents per kilowatthour,million kilowatthours
2023-09,ME,Maine,RES,residential,26.85,401.10472,cents per kilowatthour,million kilowatthours
2023-09,LA,Louisiana,RES,residential,11.39,3608.40701,cents per kilowatthour,million kilowatthours
2023-09,KY,Kentucky,RES,residential,12.43,2126.25874,cents per kilowatthour,million kilowatthours
2023-09,KS,Kansas,RES,residential,13.46,1362.21342,cents per kilowatthour,million kilowatthours
2023-09,IA,Iowa,RES,residential,14.03,1158.13161,cents per kilowatthour,million kilowatthours
2023-09,CT,Connecticut,RES,residential,29.28,1048.7646,cents per kilowatthour,million kilowatthours
2023-09,CO,Colorado,RES,residential,15.03,1733.05939,cents per kilowatthour,million kilowatthours
2023-09,CA,California,RES,residential,29.99,7923.89607,cents per kilowatthour,million kilowatthours
2023-09,AR,Arkansas,RES,residential,12.67,1878.41122,cents per kilowatthour,million kilowatthours
2023-09,AZ,Arizona,RES,residential,14.39,3878.04506,cents per kilowatthour,million kilowatthours
2023-09,AK,Alaska,RES,residential,24.5,144.22655,cents per kilowatthour,million kilowatthours
2023-09,AL,Alabama,RES,residential,14.83,3067.36023,cents per kilowatthour,million kilowatthours
2023-09,IN,Indiana,RES,residential,14.1,2678.8317,cents per kilowatthour,million kilowatthours
2023-09,IL,Illinois,RES,residential,14.84,3656.49966,cents per kilowatthour,million kilowatthours
2023-09,ID,Idaho,RES,residential,11.6,610.51022,cents per kilowatthour,million kilowatthours
2023-09,HI,Hawaii,RES,residential,41.52,226.76456,cents per kilowatthour,million kilowatthours
2023-09,GA,Georgia,RES,residential,14.01,5598.22637,cents per kilowatthour,million kilowatthours
2023-09,SAT,South Atlantic,RES,residential,14.98,34660.39669,cents per kilowatthour,million kilowatthours
2023-09,WNC,West North Central,RES,residential,14.01,8887.32835,cents per kilowatthour,million kilowatthours
2023-09,ENC,East North Central,RES,residential,16.02,14672.91768,cents per kilowatthour,million kilowatthours
2023-09,MAT,Middle Atlantic,RES,residential,20.15,11527.60453,cents per kilowatthour,million kilowatthours
2023-09,NEW,New England,RES,residential,27.44,4063.08458,cents per kilowatthour,million kilowatthours
2023-09,WY,Wyoming,RES,residential,12.64,183.94514,cents per kilowatthour,million kilowatthours
2023-09,WI,Wisconsin,RES,residential,17.32,1728.50363,cents per kilowatthour,million kilowatthours
2023-09,WV,West Virginia,RES,residential,14.38,706.72806,cents per kilowatthour,million kilowatthours
2023-09,WA,Washington,RES,residential,11.38,2386.98612,cents per kilowatthour,million kilowatthours
2023-09,VA,Virginia,RES,residential,14.79,3579.6868,cents per kilowatthour,million kilowatthours
2023-09,MD,Maryland,RES,residential,16.96,2215.58311,cents per kilowatthour,million kilowatthours
2023-09,UT,Utah,RES,residential,11.85,906.81593,cents per kilowatthour,million kilowatthours
2023-09,TX,Texas,RES,residential,14.55,18808.84972,cents per kilowatthour,million kilowatthours
2023-09,TN,Tennessee,RES,residential,11.85,4065.45825,cents per kilowatthour,million kilowatthours
2023-09,SD,South Dakota,RES,residential,13.05,395.06169,cents per kilowatthour,million kilowatthours
2023-09,SC,South Carolina,RES,residential,14.52,2862.0465,cents per kilowatthour,million kilowatthours
2023-09,RI,Rhode Island,RES,residential,26.9,291.76345,cents per kilowatthour,million kilowatthours
2023-09,PA,Pennsylvania,RES,residential,18.02,4305.99372,cents per kilowatthour,million kilowatthours
2023-09,OR,Oregon,RES,residential,13.13,1282.95714,cents per kilowatthour,million kilowatthours
2023-09,OK,Oklahoma,RES,residential,13.25,2332.53841,cents per kilowatthour,million kilowatthours
2023-09,OH,Ohio,RES,residential,15.7,4060.87905,cents per kilowatthour,million kilowatthours
2023-09,ND,North Dakota,RES,residential,12.77,310.17074,cents per kilowatthour,million kilowatthours
2023-09,NC,North Carolina,RES,residential,14.09,5174.04957,cents per kilowatthour,million kilowatthours
2023-09,ESC,East South Central,RES,residential,12.99,11352.3874,cents per kilowatthour,million kilowatthours
2023-09,US,U.S. Total,RES,residential,16.29,133320.40209,cents per kilowatthour,million kilowatthours
2023-09,PACN,Pacific Noncontiguous,RES,residential,34.91,370.99111,cents per kilowatthour,million kilowatthours
2023-09,PACC,Pacific Contiguous,RES,residential,24.29,11593.83933,cents per kilowatthour,million kilowatthours
2023-09,MTN,Mountain,RES,residential,14.39,9563.64607,cents per kilowatthour,million kilowatthours
2023-09,WSC,West South Central,RES,residential,13.87,26628.20637,cents per kilowatthour,million kilowatthours
2023-09,NY,New York,RES,residential,23.33,4629.23183,cents per kilowatthour,million kilowatthours
2023-09,NM,New Mexico,RES,residential,15.25,650.93051,cents per kilowatthour,million kilowatthours
2023-09,NJ,New Jersey,RES,residential,18.01,2592.37898,cents per kilowatthour,million kilowatthours
2023-09,NH,New Hampshire,RES,residential,23.31,386.73603,cents per kilowatthour,million kilowatthours
2023-09,NV,Nevada,RES,residential,16.94,1215.0378,cents per kilowatthour,million kilowatthours
2023-09,VT,Vermont,RES,residential,21.21,166.75222,cents per kilowatthour,million kilowatthours
2023-09,MI,Michigan,RES,residential,19.35,2548.20363,cents per kilowatthour,million kilowatthours
2023-09,MA,Massachusetts,RES,residential,28.07,1767.96356,cents per kilowatthour,million kilowatthours
2023-09,MS,Mississippi,RES,residential,13.05,2093.31018,cents per kilowatthour,million kilowatthours
2023-09,MO,Missouri,RES,residential,14.23,2993.31082,cents per kilowatthour,million kilowatthours
2023-09,MT,Montana,RES,residential,13.18,385.30203,cents per kilowatthour,million kilowatthours
2023-09,NE,Nebraska,RES,residential,12.4,874.03602,cents per kilowatthour,million kilowatthours
2023-08,NE,Nebraska,RES,residential,12.26,1042.47962,cents per kilowatthour,million kilowatthours
2023-08,MAT,Middle Atlantic,RES,residential,19.76,13738.13297,cents per kilowatthour,million kilowatthours
2023-08,NEW,New England,RES,residential,27.16,4671.97763,cents per kilowatthour,million kilowatthours
2023-08,WY,Wyoming,RES,residential,12.44,216.85592,cents per kilowatthour,million kilowatthours
2023-08,WI,Wisconsin,RES,residential,17.1,2205.53465,cents per kilowatthour,million kilowatthours
2023-08,WV,West Virginia,RES,residential,14.23,917.67053,cents per kilowatthour,million kilowatthours
2023-08,WA,Washington,RES,residential,11.14,2840.54994,cents per kilowatthour,million kilowatthours
2023-08,VA,Virginia,RES,residential,13.95,4683.15165,cents per kilowatthour,million kilowatthours
2023-08,IA,Iowa,RES,residential,15.06,1472.57009,cents per kilowatthour,million kilowatthours
2023-08,IN,Indiana,RES,residential,14.15,3282.7194,cents per kilowatthour,million kilowatthours
2023-08,IL,Illinois,RES,residential,13.94,4840.32058,cents per kilowatthour,million kilowatthours
2023-08,ID,Idaho,RES,residential,11.63,818.61419,cents per kilowatthour,million kilowatthours
2023-08,HI,Hawaii,RES,residential,39.17,243.6996,cents per kilowatthour,million kilowatthours
2023-08,GA,Georgia,RES,residential,14.14,7066.40531,cents per kilowatthour,million kilowatthours
2023-08,FL,Florida,RES,residential,14.93,15450.62438,cents per kilowatthour,million kilowatthours
2023-08,DC,District of Columbia,RES,residential,16.4,242.12286,cents per kilowatthour,million kilowatthours
2023-08,DE,Delaware,RES,residential,15.66,536.04195,cents per kilowatthour,million kilowatthours
2023-08,MT,Montana,RES,residential,12.96,481.27271,cents per kilowatthour,million kilowatthours
2023-08,MO,Missouri,RES,residential,14.43,3716.84184,cents per kilowatthour,million kilowatthours
2023-08,MS,Mississippi,RES,residential,12.9,2347.8311,cents per kilowatthour,million kilowatthours
2023-08,MN,Minnesota,RES,residential,15.46,2266.4553,cents per kilowatthour,million kilowatthours
2023-08,MI,Michigan,RES,residential,19.44,3068.81985,cents per kilowatthour,million kilowatthours
2023-08,MA,Massachusetts,RES,residential,27.83,2036.65064,cents per kilowatthour,million kilowatthours
2023-08,MD,Maryland,RES,residential,16.35,2642.54595,cents per kilowatthour,million kilowatthours
2023-08,ME,Maine,RES,residential,25.43,445.78198,cents per kilowatthour,million kilowatthours
2023-08,LA,Louisiana,RES,residential,11.04,4063.58394,cents per kilowatthour,million kilowatthours
2023-08,KY,Kentucky,RES,residential,12.16,2639.92571,cents per kilowatthour,million kilowatthours
2023-08,KS,Kansas,RES,residential,13.57,1727.78949,cents per kilowatthour,million kilowatthours
2023-08,ND,North Dakota,RES,residential,12.5,368.08272,cents per kilowatthour,million kilowatthours
2023-08,RI,Rhode Island,RES,residential,27.58,316.66188,cents per kilowatthour,million kilowatthours
2023-08,PA,Pennsylvania,RES,residential,17.88,5102.88544,cents per kilowatthour,million kilowatthours
2023-08,OR,Oregon,RES,residential,12.97,1699.0894,cents per kilowatthour,million kilowatthours
2023-08,OK,Oklahoma,RES,residential,13.29,2935.23834,cents per kilowatthour,million kilowatthours
2023-08,OH,Ohio,RES,residential,15.74,5022.78168,cents per kilowatthour,million kilowatthours
2023-08,CT,Connecticut,RES,residential,27.89,1254.2775,cents per kilowatthour,million kilowatthours
2023-08,CO,Colorado,RES,residential,14.43,2283.88532,cents per kilowatthour,million kilowatthours
2023-08,CA,California,RES,residential,29.84,9858.21971,cents per kilowatthour,million kilowatthours
2023-08,AR,Arkansas,RES,residential,12.45,2195.24807,cents per kilowatthour,million kilowatthours
2023-08,AZ,Arizona,RES,residential,13.82,5281.54649,cents per kilowatthour,million kilowatthours
2023-08,AK,Alaska,RES,residential,25.07,146.59448,cents per kilowatthour,million kilowatthours
2023-08,AL,Alabama,RES,residential,14.14,3773.72627,cents per kilowatthour,million kilowatthours
2023-08,US,U.S. Total,RES,residential,15.93,162030.76588,cents per kilowatthour,million kilowatthours
2023-08,PACN,Pacific Noncontiguous,RES,residential,33.87,390.29408,cents per kilowatthour,million kilowatthours
2023-08,PACC,Pacific Contiguous,RES,residential,24.16,14397.85905,cents per kilowatthour,million kilowatthours
2023-08,MTN,Mountain,RES,residential,13.94,12933.54916,cents per kilowatthour,million kilowatthours
2023-08,WSC,West South Central,RES,residential,13.45,31374.5582,cents per kilowatthour,million kilowatthours
2023-08,ESC,East South Central,RES,residential,12.8,13255.69515,cents per kilowatthour,million kilowatthours
2023-08,SAT,South Atlantic,RES,residential,14.38,41791.03031,cents per kilowatthour,million kilowatthours
2023-08,WNC,West North Central,RES,residential,14.26,11057.49316,cents per kilowatthour,million kilowatthours
2023-08,ENC,East North Central,RES,residential,15.76,18420.17616,cents per kilowatthour,million kilowatthours
2023-08,VT,Vermont,RES,residential,20.45,180.20515,cents per kilowatthour,million kilowatthours
2023-08,UT,Utah,RES,residential,11.67,1262.37331,cents per kilowatthour,million kilowatthours
2023-08,TX,Texas,RES,residential,14.01,22180.48784,cents per kilowatthour,million kilowatthours
2023-08,TN,Tennessee,RES,residential,11.99,4494.21208,cents per kilowatthour,million kilowatthours
2023-08,SD,South Dakota,RES,residential,12.99,463.27411,cents per kilowatthour,million kilowatthours
2023-08,SC,South Carolina,RES,residential,13.82,3745.06769,cents per kilowatthour,million kilowatthours
2023-08,NV,Nevada,RES,residential,16.47,1739.97836,cents per kilowatthour,million kilowatthours
2023-08,NH,New Hampshire,RES,residential,26.18,438.40049,cents per kilowatthour,million kilowatthours
2023-08,NJ,New Jersey,RES,residential,18.5,3278.33092,cents per kilowatthour,million kilowatthours
2023-08,NM,New Mexico,RES,residential,14.71,849.02287,cents per kilowatthour,million kilowatthours
2023-08,NY,New York,RES,residential,22.33,5356.91661,cents per kilowatthour,million kilowatthours
2023-08,NC,North Carolina,RES,residential,13.04,6507.4,cents per kilowatthour,million kilowatthours
2023-07,IN,Indiana,RES,residential,14.48,3337.06581,cents per kilowatthour,million kilowatthours
2023-07,US,U.S. Total,RES,residential,15.89,160085.137,cents per kilowatthour,million kilowatthours
2023-07,MAT,Middle Atlantic,RES,residential,19.73,14872.73072,cents per kilowatthour,million kilowatthours
2023-07,NEW,New England,RES,residential,26.97,4989.06061,cents per kilowatthour,million kilowatthours
2023-07,WY,Wyoming,RES,residential,12.41,217.62561,cents per kilowatthour,million kilowatthours
2023-07,WI,Wisconsin,RES,residential,16.94,2254.82716,cents per kilowatthour,million kilowatthours
2023-07,WV,West Virginia,RES,residential,14.1,932.31918,cents per kilowatthour,million kilowatthours
2023-07,WA,Washington,RES,residential,11.16,2704.19013,cents per kilowatthour,million kilowatthours
2023-07,VA,Virginia,RES,residential,13.97,4470.18,cents per kilowatthour,million kilowatthours
2023-07,VT,Vermont,RES,residential,20.44,203.81391,cents per kilowatthour,million kilowatthours
2023-07,UT,Utah,RES,residential,11.73,1391.04652,cents per kilowatthour,million kilowatthours
2023-07,TX,Texas,RES,residential,13.8,20218.44032,cents per kilowatthour,million kilowatthours
2023-07,TN,Tennessee,RES,residential,12.31,4206.65552,cents per kilowatthour,million kilowatthours
2023-07,SD,South Dakota,RES,residential,13.23,414.26487,cents per kilowatthour,million kilowatthours
2023-07,SC,South Carolina,RES,residential,13.61,3744.81024,cents per kilowatthour,million kilowatthours
2023-07,RI,Rhode Island,RES,residential,25.79,370.43929,cents per kilowatthour,million kilowatthours
2023-07,PA,Pennsylvania,RES,residential,17.94,5327.86595,cents per kilowatthour,million kilowatthours
2023-07,PACN,Pacific Noncontiguous,RES,residential,34.27,375.51112,cents per kilowatthour,million kilowatthours
2023-07,PACC,Pacific Contiguous,RES,residential,23.34,12698.66275,cents per kilowatthour,million kilowatthours
2023-07,OR,Oregon,RES,residential,13.12,1685.66374,cents per kilowatthour,million kilowatthours
2023-07,OK,Oklahoma,RES,residential,12.46,2935.36012,cents per kilowatthour,million kilowatthours
2023-07,OH,Ohio,RES,residential,15.85,5251.40772,cents per kilowatthour,million kilowatthours
2023-07,MTN,Mountain,RES,residential,14.05,13899.38303,cents per kilowatthour,million kilowatthours
2023-07,WSC,West South Central,RES,residential,13.24,28933.72528,cents per kilowatthour,million kilowatthours
2023-07,ESC,East South Central,RES,residential,13.05,12651.29756,cents per kilowatthour,million kilowatthours
2023-07,SAT,South Atlantic,RES,residential,14.33,41431.37933,cents per kilowatthour,million kilowatthours
2023-07,WNC,West North Central,RES,residential,14.37,10840.54317,cents per kilowatthour,million kilowatthours
2023-07,ENC,East North Central,RES,residential,16.13,19392.84344,cents per kilowatthour,million kilowatthours
2023-07,IL,Illinois,RES,residential,14.93,5017.69174,cents per kilowatthour,million kilowatthours
2023-07,ID,Idaho,RES,residential,11.82,904.3769,cents per kilowatthour,million kilowatthours
2023-07,HI,Hawaii,RES,residential,39.98,233.41861,cents per kilowatthour,million kilowatthours
2023-07,GA,Georgia,RES,residential,14.35,7045.55794,cents per kilowatthour,million kilowatthours
2023-07,FL,Florida,RES,residential,14.97,14861.79828,cents per kilowatthour,million kilowatthours
2023-07,DC,District of Columbia,RES,residential,16.55,250.23936,cents per kilowatthour,million kilowatthours
2023-07,DE,Delaware,RES,residential,15.1,526.01665,cents per kilowatthour,million kilowatthours
2023-07,CT,Connecticut,RES,residential,26.63,1517.12275,cents per kilowatthour,million kilowatthours
2023-07,CO,Colorado,RES,residential,14.16,2137.76101,cents per kilowatthour,million kilowatthours
2023-07,CA,California,RES,residential,29.38,8308.80889,cents per kilowatthour,million kilowatthours
2023-07,AR,Arkansas,RES,residential,12.51,2005.60358,cents per kilowatthour,million kilowatthours
2023-07,AZ,Arizona,RES,residential,14.12,5786.96033,cents per kilowatthour,million kilowatthours
2023-07,AK,Alaska,RES,residential,24.88,142.09251,cents per kilowatthour,million kilowatthours
2023-07,AL,Alabama,RES,residential,14.43,3623.5071,cents per kilowatthour,million kilowatthours
2023-07,ND,North Dakota,RES,residential,12.57,348.58761,cents per kilowatthour,million kilowatthours
2023-07,NC,North Carolina,RES,residential,12.7,6712.56659,cents per kilowatthour,million kilowatthours
2023-07,NY,New York,RES,residential,22.33,5575.63888,cents per kilowatthour,million kilowatthours
2023-07,NM,New Mexico,RES,residential,14.69,886.11152,cents per kilowatthour,million kilowatthours
2023-07,NJ,New Jersey,RES,residential,18.47,3969.22588,cents per kilowatthour,million kilowatthours
2023-07,NH,New Hampshire,RES,residential,29.26,477.05414,cents per kilowatthour,million kilowatthours
2023-07,NV,Nevada,RES,residential,16.32,2153.32859,cents per kilowatthour,million kilowatthours
2023-07,NE,Nebraska,RES,residential,12.43,1018.00709,cents per kilowatthour,million kilowatthours
2023-07,MT,Montana,RES,residential,13.1,422.17256,cents per kilowatthour,million kilowatthours
2023-07,MO,Missouri,RES,residential,14.63,3824.79751,cents per kilowatthour,million kilowatthours
2023-07,MS,Mississippi,RES,residential,13.02,2145.08252,cents per kilowatthour,million kilowatthours
2023-07,MN,Minnesota,RES,residential,15.45,2113.46317,cents per kilowatthour,million kilowatthours
2023-07,MI,Michigan,RES,residential,19.32,3531.85101,cents per kilowatthour,million kilowatthours
2023-07,MA,Massachusetts,RES,residential,27.39,2009.00162,cents per kilowatthour,million kilowatthours
2023-07,MD,Maryland,RES,residential,16.03,2887.89109,cents per kilowatthour,million kilowatthours
2023-07,ME,Maine,RES,residential,27.79,411.6289,cents per kilowatthour,million kilowatthours
2023-07,LA,Louisiana,RES,residential,11.23,3774.32125,cents per kilowatthour,million kilowatthours
2023-07,KY,Kentucky,RES,residential,12.37,2676.05241,cents per kilowatthour,million kilowatthours
2023-07,KS,Kansas,RES,residential,13.7,1686.82437,cents per kilowatthour,million kilowatthours
2023-07,IA,Iowa,RES,residential,15.07,1434.59855,cents per kilowatthour,million kilowatthours
2023-06,SC,South Carolina,RES,residential,14.17,2658.42116,cents per kilowatthour,million kilowatthours
2023-06,DE,Delaware,RES,residential,16,385.08821,cents per kilowatthour,million kilowatthours
2023-06,CT,Connecticut,RES,residential,31.82,921.4455,cents per kilowatthour,million kilowatthours
2023-06,CO,Colorado,RES,residential,14.67,1553.20828,cents per kilowatthour,million kilowatthours
2023-06,CA,California,RES,residential,31.25,5972.44815,cents per kilowatthour,million kilowatthours
2023-06,AR,Arkansas,RES,residential,12.44,1546.95717,cents per kilowatthour,million kilowatthours
2023-06,AZ,Arizona,RES,residential,14.28,3651.0965,cents per kilowatthour,million kilowatthours
2023-06,AK,Alaska,RES,residential,24.72,138.98528,cents per kilowatthour,million kilowatthours
2023-06,AL,Alabama,RES,residential,14.63,2874.05796,cents per kilowatthour,million kilowatthours
2023-06,NY,New York,RES,residential,21.71,3855.22953,cents per kilowatthour,million kilowatthours
2023-06,NM,New Mexico,RES,residential,13.89,622.09173,cents per kilowatthour,million kilowatthours
2023-06,NJ,New Jersey,RES,residential,18.23,2555.33971,cents per kilowatthour,million kilowatthours
2023-06,NH,New Hampshire,RES,residential,29.78,341.19857,cents per kilowatthour,million kilowatthours
2023-06,NV,Nevada,RES,residential,17.39,1222.16745,cents per kilowatthour,million kilowatthours
2023-06,NE,Nebraska,RES,residential,12.06,893.19659,cents per kilowatthour,million kilowatthours
2023-06,MT,Montana,RES,residential,13.19,358.28027,cents per kilowatthour,million kilowatthours
2023-06,MO,Missouri,RES,residential,14.28,3108.99616,cents per kilowatthour,million kilowatthours
2023-06,MS,Mississippi,RES,residential,13.46,1687.56743,cents per kilowatthour,million kilowatthours
2023-06,MN,Minnesota,RES,residential,15.54,2037.69922,cents per kilowatthour,million kilowatthours
2023-06,MI,Michigan,RES,residential,19.26,2790.86393,cents per kilowatthour,million kilowatthours
2023-06,MA,Massachusetts,RES,residential,27.18,1447.27104,cents per kilowatthour,million kilowatthours
2023-06,MD,Maryland,RES,residential,16.99,1969.06761,cents per kilowatthour,million kilowatthours
2023-06,ME,Maine,RES,residential,27.61,339.91432,cents per kilowatthour,million kilowatthours
2023-06,LA,Louisiana,RES,residential,11.23,2953.89222,cents per kilowatthour,million kilowatthours
2023-06,KY,Kentucky,RES,residential,12.49,2002.53133,cents per kilowatthour,million kilowatthours
2023-06,KS,Kansas,RES,residential,13.54,1356.78271,cents per kilowatthour,million kilowatthours
2023-06,IA,Iowa,RES,residential,15,1268.27092,cents per kilowatthour,million kilowatthours
2023-06,IN,Indiana,RES,residential,14.67,2591.89064,cents per kilowatthour,million kilowatthours
2023-06,IL,Illinois,RES,residential,15.17,3956.2235,cents per kilowatthour,million kilowatthours
2023-06,ID,Idaho,RES,residential,11.78,636.86972,cents per kilowatthour,million kilowatthours
2023-06,HI,Hawaii,RES,residential,41.74,212.29848,cents per kilowatthour,million kilowatthours
2023-06,GA,Georgia,RES,residential,14.62,5239.66604,cents per kilowatthour,million kilowatthours
2023-06,FL,Florida,RES,residential,15.26,12459.43212,cents per kilowatthour,million kilowatthours
2023-06,DC,District of Columbia,RES,residential,16.45,194.47084,cents per kilowatthour,million kilowatthours
2023-06,RI,Rhode Island,RES,residential,25.97,232.05042,cents per kilowatthour,million kilowatthours
2023-06,PA,Pennsylvania,RES,residential,18.39,3739.36849,cents per kilowatthour,million kilowatthours
2023-06,OR,Oregon,RES,residential,13.08,1370.0678,cents per kilowatthour,million kilowatthours
2023-06,OK,Oklahoma,RES,residential,12.63,2202.05539,cents per kilowatthour,million kilowatthours
2023-06,OH,Ohio,RES,residential,16.35,3862.02517,cents per kilowatthour,million kilowatthours
2023-06,ND,North Dakota,RES,residential,12.3,357.74687,cents per kilowatthour,million kilowatthours
2023-06,US,U.S. Total,RES,residential,16.11,121568.09923,cents per kilowatthour,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,RES,residential,35.01,351.28376,cents per kilowatthour,million kilowatthours
2023-06,PACC,Pacific Contiguous,RES,residential,23.66,9819.83192,cents per kilowatthour,million kilowatthours
2023-06,NC,North Carolina,RES,residential,12.9,4946.612,cents per kilowatthour,million kilowatthours
2023-06,MTN,Mountain,RES,residential,14.21,9095.84966,cents per kilowatthour,million kilowatthours
2023-06,WSC,West South Central,RES,residential,13.54,22384.46947,cents per kilowatthour,million kilowatthours
2023-06,ESC,East South Central,RES,residential,13.25,9903.20714,cents per kilowatthour,million kilowatthours
2023-06,SAT,South Atlantic,RES,residential,14.8,31904.85106,cents per kilowatthour,million kilowatthours
2023-06,WNC,West North Central,RES,residential,14.21,9423.91347,cents per kilowatthour,million kilowatthours
2023-06,ENC,East North Central,RES,residential,16.38,15094.8933,cents per kilowatthour,million kilowatthours
2023-06,MAT,Middle Atlantic,RES,residential,19.61,10149.93773,cents per kilowatthour,million kilowatthours
2023-06,NEW,New England,RES,residential,28.36,3439.86172,cents per kilowatthour,million kilowatthours
2023-06,WY,Wyoming,RES,residential,12.62,184.74794,cents per kilowatthour,million kilowatthours
2023-06,WI,Wisconsin,RES,residential,17.06,1893.89007,cents per kilowatthour,million kilowatthours
2023-06,WV,West Virginia,RES,residential,14.47,667.74399,cents per kilowatthour,million kilowatthours
2023-06,WA,Washington,RES,residential,11.21,2477.31596,cents per kilowatthour,million kilowatthours
2023-06,VA,Virginia,RES,residential,15.21,3384.34909,cents per kilowatthour,million kilowatthours
2023-06,VT,Vermont,RES,residential,21,157.98187,cents per kilowatthour,million kilowatthours
2023-06,UT,Utah,RES,residential,11.45,867.38778,cents per kilowatthour,million kilowatthours
2023-06,TX,Texas,RES,residential,14.22,15681.56469,cents per kilowatthour,million kilowatthours
2023-06,TN,Tennessee,RES,residential,12.42,3339.05042,cents per kilowatthour,million kilowatthours
2023-06,SD,South Dakota,RES,residential,13.19,401.221,cents per kilowatthour,million kilowatthours
2023-05,RI,Rhode Island,RES,residential,26.9,175.97323,cents per kilowatthour,million kilowatthours
2023-05,US,U.S. Total,RES,residential,16.15,100479.26974,cents per kilowatthour,million kilowatthours
2023-05,PACN,Pacific Noncontiguous,RES,residential,34.98,362.32578,cents per kilowatthour,million kilowatthours
2023-05,PACC,Pacific Contiguous,RES,residential,22.12,9747.22446,cents per kilowatthour,million kilowatthours
2023-05,MTN,Mountain,RES,residential,13.93,8152.63379,cents per kilowatthour,million kilowatthours
2023-05,MI,Michigan,RES,residential,18.56,2338.43101,cents per kilowatthour,million kilowatthours
2023-05,MA,Massachusetts,RES,residential,29.07,1292.68873,cents per kilowatthour,million kilowatthours
2023-05,MD,Maryland,RES,residential,16.08,1663.98981,cents per kilowatthour,million kilowatthours
2023-05,ME,Maine,RES,residential,29.24,332.85182,cents per kilowatthour,million kilowatthours
2023-05,LA,Louisiana,RES,residential,11.69,2144.12399,cents per kilowatthour,million kilowatthours
2023-05,PA,Pennsylvania,RES,residential,18.45,3447.62212,cents per kilowatthour,million kilowatthours
2023-05,OR,Oregon,RES,residential,12.95,1402.43714,cents per kilowatthour,million kilowatthours
2023-05,OK,Oklahoma,RES,residential,11.83,1638.87728,cents per kilowatthour,million kilowatthours
2023-05,OH,Ohio,RES,residential,15.66,3434.90447,cents per kilowatthour,million kilowatthours
2023-05,ND,North Dakota,RES,residential,11.7,317.48273,cents per kilowatthour,million kilowatthours
2023-05,NC,North Carolina,RES,residential,13.22,3932.9245,cents per kilowatthour,million kilowatthours
2023-05,NY,New York,RES,residential,20.47,3385.85892,cents per kilowatthour,million kilowatthours
2023-05,NM,New Mexico,RES,residential,13.3,508.22217,cents per kilowatthour,million kilowatthours
2023-05,NJ,New Jersey,RES,residential,17.17,1862.08882,cents per kilowatthour,million kilowatthours
2023-05,NH,New Hampshire,RES,residential,30.67,312.70691,cents per kilowatthour,million kilowatthours
2023-05,NV,Nevada,RES,residential,17.43,1077.86831,cents per kilowatthour,million kilowatthours
2023-05,NE,Nebraska,RES,residential,11.88,696.29396,cents per kilowatthour,million kilowatthours
2023-05,MT,Montana,RES,residential,12.82,383.75843,cents per kilowatthour,million kilowatthours
2023-05,MO,Missouri,RES,residential,12.46,2380.97164,cents per kilowatthour,million kilowatthours
2023-05,MS,Mississippi,RES,residential,14.09,1228.0999,cents per kilowatthour,million kilowatthours
2023-05,MN,Minnesota,RES,residential,15.16,1645.33465,cents per kilowatthour,million kilowatthours
2023-05,KY,Kentucky,RES,residential,12.53,1729.68869,cents per kilowatthour,million kilowatthours
2023-05,KS,Kansas,RES,residential,14.09,974.58735,cents per kilowatthour,million kilowatthours
2023-05,WSC,West South Central,RES,residential,13.71,16229.64686,cents per kilowatthour,million kilowatthours
2023-05,IA,Iowa,RES,residential,14.18,999.96085,cents per kilowatthour,million kilowatthours
